NOC2L
POMGNT1
RAD54L
TSPAN1
LRRC41
NSUN4
UQCRH
FAAH
ATPAF1
DMBX1
KNCN
MKNK1
MOB3C
CYP4B1
CYP4A11
CYP4X1
CMPK1
CYP4A22
CYP4Z1
FOXD2
FOXE3
PDZK1IP1
STIL
TAL1
SLC5A9
AGBL4
BEND5
SPATA6
BTF3L4
C1orf185
CC2D1B
CDKN2C
DMRTA2
ELAVL4
EPS15
FAF1
KTI12
ORC1
OSBPL9
PRPF38A
RAB3B
RNF11
TTC39A
TXNDC12
ZFYVE9
CPT2
ECHDC2
GPX7
LRP8
MAGOH
PODN
SCP2
SLC1A7
ZYG11A
ZYG11B
DMRTB1
GLIS1
DIO1
HSPB11
LDLRAD1
LRRC42
TCEANC2
TMEM59
YIPF1
CDCP2
ACOT11
CYB5RL
FAM151A
MRPL37
SSBP3
TTC4
PARS2
TTC22
BSND
DHCR24
PCSK9
TMEM61
USP24
C8A
C8B
DAB1
PRKAA2
OMA1
TACSTD2
MYSM1
JUN
C1orf87
CYP2J2
FGGY
HOOK1
NFIA
KANK4
L1TD1
TM2D1
ANGPTL3
DOCK7
USP1
AK4
ALG6
ATG4C
CACHD1
DNAJC6
EFCAB7
FOXD3
ITGB3BP
JAK1
LEPROT
LEPR
PGM1
RAVER2
ROR1
UBE2U
PDE4B
SGIP1
C1orf141
DIRAS3
GADD45A
GNG12
IL12RB2
IL23R
INSL5
MIER1
SERBP1
SLC35D1
WLS
RPE65
DEPDC1
LRRC7
ANKRD13C
LRRC40
SRSF11
CTH
HHLA3
PTGER3
ZRANB2
NEGR1
LRRIQ3
CRYZ
FPGT-TNNI3K
FPGT
LHX8
SLC44A5
TNNI3K
TYW3
ACADM
AK5
ASB17
MSH4
PIGK
RABGGTB
ST6GALNAC3
ST6GALNAC5
ZZZ3
USP33
DNAJB4
FUBP1
GIPC2
IFI44L
IFI44
NEXN
PTGFR
TTLL7
BCL10
C1orf52
COL24A1
CTBS
DDAH1
DNASE2B
GNG5
LPAR3
MCOLN2
MCOLN3
ODF2L
PRKACB
RPF1
SAMD13
SSX2IP
SYDE2
ZNHIT6
CLCA1
CLCA2
CLCA4
GBP1
GBP2
GBP3
GBP4
GBP5
GBP6
GBP7
GTF2B
HS2ST1
LMO4
PKN2
RBMXL1
SH3GLB1
BARHL2
CDC7
HFM1
LRRC8B
LRRC8C
LRRC8D
TGFBR3
ZNF326
ZNF644
BRDT
BTBD8
C1orf146
EPHX4
GLMN
EVI5
GFI1
RPAP2
ABCA4
ABCD3
ARHGAP29
BCAR3
CCDC18
DNTTIP2
DR1
FNBP1L
GCLM
MTF2
RPL5
TMED5
F3
SLC44A3
AGL
ALG14
CDC14A
CNN3
DBT
DPYD
FRRS1
LRRC39
PALMD
PTBP2
RWDD3
SASS6
SLC35A3
SNX7
GPR88
VCAM1
DPH5
EXTL2
S1PR1
SLC30A7
COL11A1
OLFM3
RNPC3
AMY2B
AMY2A
AMY1A
AMY1B
AMY1C
PRMT6
NTNG1
VAV3
SLC25A24
NBPF4
NBPF6
HENMT1
AKNAD1
CLCC1
FNDC7
GPSM2
PRPF38B
STXBP3
TAF13
WDR47
CELSR2
MYBPHL
PSMA5
PSRC1
SORT1
TMEM167B
AMIGO1
AMPD2
ATXN7L2
CYB561D1
GNAI3
GNAT2
GPR61
GSTM2
GSTM4
SYPL2
GSTM1
GSTM5
EPS8L3
GSTM3
AHCYL1
ALX3
CSF1
SLC6A17
UBL4B
KCNC4
RBM15
SLC16A4
PROK1
KCNA10
KCNA2
CD53
KCNA3
LRIF1
DRAM2
CEPT1
DENND2D
CHI3L2
CHIA
OVGP1
WDR77
C1orf162
DDX20
RAP1A
KCND3
CAPZA1
CTTNBP2NL
MOV10
ST7L
WNT2B
PPM1J
RHOC
LRIG2
MAGI3
SLC16A1
PHTF1
RSBN1
BCL2L15
PTPN22
AP4B1
DCLRE1B
HIPK1
OLFML3
SYT6
TRIM33
AMPD1
BCAS2
CSDE1
DENND2C
NRAS
SIKE1
SYCP1
NGF
TSHB
TSPAN2
VANGL1
CASQ2
NHLH2
SLC22A15
ATP1A1
CD101
CD2
CD58
IGSF3
MAB21L3
PTGFRN
TRIM45
TTF2
VTCN1
MAN1A2
GDAP2
WDR3
SPAG17
TBX15
WARS2
HAO2
HSD3B1
HSD3B2
HMGCS2
PHGDH
ZNF697
REG4
ADAM30
NOTCH2
FAM72B
PPIAL4G
FAM72D
PPIAL4B
NBPF9
PDE4DIP
SEC22B
NBPF10
TXNIP
POLR3GL
ANKRD34A
ITGA10
LIX1L
PEX11B
RBM8A
ANKRD35
PIAS3
NUDT17
POLR3C
RNF115
CD160
GPR89A
PDZK1
NBPF11
PRKAB2
CHD1L
FMO5
ACP6
BCL9
GJA5
GJA8
GPR89B
NBPF14
PPIAL4F
NBPF15
PPIAL4E
FCGR1A
BOLA1
SV2A
MTMR11
SF3B4
OTUD7B
VPS45
PLEKHO1
ANP32E
CA14
APH1A
C1orf54
MRPS21
PRPF3
RPRD2
TARS2
ADAMTSL4
ARNT
CTSK
CTSS
ECM1
ENSA
GOLPH3L
HORMAD1
MCL1
SETDB1
ANXA9
BNIPL
C1orf56
CDC42SE1
CERS2
GABPB2
LYSMD1
MLLT11
PI4KB
PIP5K1A
PSMD4
SCNM1
SEMA6C
TMOD4
TNFAIP8L2
VPS72
ZNF687
RFX5
SELENBP1
PSMB4
POGZ
CGN
SNX27
TUFT1
C2CD4D
CELF3
LINGO4
MRPL9
OAZ3
RIIAD1
RORC
S100A10
TDRKH
THEM4
THEM5
S100A11
TCHHL1
TCHH
RPTN
HRNR
CRNN
FLG2
FLG
C1orf68
CRCT1
IVL
KPRP
LCE1A
LCE1B
LCE1C
LCE1D
LCE1E
LCE1F
LCE2A
LCE2B
LCE2C
LCE2D
LCE3A
LCE3B
LCE3C
LCE3D
LCE3E
LCE4A
LCE5A
LCE6A
LELP1
PGLYRP3
PRR9
SMCP
SPRR1A
SPRR1B
SPRR2A
SPRR2B
SPRR2D
SPRR2E
SPRR2F
SPRR2G
SPRR3
SPRR4
PGLYRP4
S100A12
S100A9
S100A8
S100A7A
S100A7
S100A6
S100A2
S100A3
S100A4
S100A5
S100A16
S100A14
S100A13
S100A1
CHTOP
ILF2
NPR1
SNAPIN
INTS3
AQP10
ATP8B2
C1orf43
CREB3L4
CRTC2
DENND4B
GATAD2B
HAX1
IL6R
JTB
NUP210L
RAB13
RPS27
SLC27A3
SLC39A1
TPM3
UBAP2L
ADAR
CHRNB2
KCNN3
PMVK
SHE
TDRD10
UBE2Q1
ADAM15
ARHGEF2
ASH1L
CKS1B
CLK2
DAP3
DCST1
DCST2
DPM3
EFNA1
EFNA3
EFNA4
FDPS
FLAD1
GON4L
HCN3
KRTCAP2
LENEP
MSTO1
MTX1
MUC1
PBXIP1
PKLR
PYGO2
RIT1
RUSC1
RXFP4
SCAMP3
SHC1
SLC50A1
SSR2
SYT11
THBS3
TRIM46
UBQLN4
YY1AP1
ZBTB7B
LAMTOR2
MEX3A
RAB25
LMNA
SEMA4A
BGLAP
PAQR6
PMF1-BGLAP
PMF1
SLC25A44
SMG5
TMEM79
CCT3
VHLL
RHBG
BCAN
CRABP2
GPATCH4
HAPLN2
IQGAP3
ISG20L2
MEF2D
NES
TTC24
HDGF
MRPL24
PRCC
SH2D2A
NTRK1
INSRR
PEAR1
ARHGEF11
LRRC71
ETV3L
ETV3
FCRL5
FCRL3
FCRL4
CD5L
FCRL1
FCRL2
CD1A
CD1B
CD1C
CD1D
CD1E
MNDA
OR10K1
OR10K2
OR10R2
OR10T2
OR10Z1
OR6K2
OR6K3
OR6K6
OR6N1
OR6N2
OR6P1
OR6Y1
PYHIN1
SPTA1
IFI16
AIM2
CADM3
FCER1A
APCS
CRP
OR10J1
OR10J5
DUSP23
FCRL6
SLAMF8
VSIG8
TAGLN2
IGSF9
SLAMF9
PIGM
ATP1A2
ATP1A4
CASQ1
IGSF8
KCNJ10
KCNJ9
DCAF8
PEA15
CD84
COPA
NCSTN
NHLH1
PEX19
SLAMF6
VANGL2
CD244
CD48
LY9
SLAMF1
SLAMF7
ITLN1
ITLN2
F11R
TSTD1
USF1
ARHGAP30
KLHDC9
PFDN2
NIT1
ADAMTS4
APOA2
B4GALT3
DEDD
FCER1G
NDUFS2
PPOX
TOMM40L
UFC1
USP21
FCGR2A
MPZ
NR1I3
PCP4L1
SDHC
ATF6
DUSP12
FCGR2B
FCGR3A
FCGR3B
FCRLA
FCRLB
HSPA6
NOS1AP
OLFML2B
C1orf226
DDR2
HSD17B7
SH2D1B
UAP1
UHMK1
RGS4
RGS5
NUF2
PBX1
ALDH9A1
LMX1A
LRRC52
MGST3
RXRG
TMCO1
UCK2
FAM78B
POGK
TADA1
ILDR2
GPA33
MAEL
POU2F1
CD247
CREG1
RCSD1
ADCY10
ATP1B1
DCAF6
DPT
GPR161
MPZL1
SFT2D2
TBX19
TIPRL
XCL1
XCL2
NME7
BLZF1
C1orf112
F5
GORAB
KIFAP3
METTL18
PRRX1
SCYL3
SELE
SELL
SELP
SLC19A2
FMO1
FMO2
FMO3
FMO6P
C1orf105
DNM3
FMO4
METTL13
MYOC
PIGC
PRRC2C
VAMP4
FASLG
ANKRD45
CENPL
DARS2
GPR52
KLHL20
PRDX6
RABGAP1L
RC3H1
SERPINC1
TNFSF18
TNFSF4
ZBTB37
CACYBP
MRPS14
TNN
KIAA0040
TNR
PAPPA2
ASTN1
SEC16B
ANGPTL1
RALGPS2
RASAL2
ABL2
AXDND1
FAM20B
SOAT1
TOR3A
FAM163A
NPHS2
TDRD5
TOR1AIP2
CEP350
TOR1AIP1
LHX4-AS1
IER5
KIAA1614
LHX4
MR1
QSOX1
STX6
XPR1
CACNA1E
ZNF648
GLUL
RGS16
RGS8
RGSL1
RNASEL
TEDDM1
NPL
DHX9
SHCBP1L
APOBEC4
ARPC5
C1orf21
EDEM3
LAMC1
LAMC2
NCF2
NMNAT2
RGL1
SMG7
TSEN15
RNF2
SWT1
TRMT1L
HMCN1
IVNS1ABP
PRG4
TPR
PDC
PLA2G4A
PTGS2
RGS18
CDC73
GLRX2
RGS13
RGS1
RGS21
RGS2
UCHL5
B3GALT2
KCNT2
CFH
CFHR3
CFHR1
CFHR4
ASPM
CFHR2
CFHR5
F13B
ZBTB41
CRB1
DENND1B
C1orf53
LHX9
NEK7
ATP6V1G3
NR5A2
PTPRC
ZNF281
KIF14
CAMSAP2
DDX59
GPR25
KIF21B
CACNA1S
IGFN1
TMEM9
PKP1
LAD1
TNNI1
TNNT2
ADIPOR1
ARL8A
CSRP1
CYB5R1
ELF3
GPR37L1
IPO9
KDM5B
KLHL12
LGR6
LMOD1
NAV1
PHLDA3
PPP1R12B
PTPN7
RABIF
RNPEP
SHISA4
SYT2
TIMM17A
TMEM183A
UBE2T
ADORA1
MYBPH
MYOG
PPFIA4
CHI3L1
CHIT1
BTG2
FMOD
OPTC
PRELP
ATP2B4
LAX1
SNRPE
ZBED6
ZC3H11A
SOX13
ETNK2
GOLT1A
KISS1
PLEKHA6
PPP1R15B
REN
MDM4
PIK3C2B
LRRN2
CNTN2
NFASC
RBBP5
TMEM81
DSTYK
TMCC2
KLHDC8A
LEMD1
NUAK2
CDK18
AVPR1B
CTSE
DYRK3
EIF2D
ELK4
FAM72A
IKBKE
MAPKAPK2
NUCKS1
PM20D1
RASSF5
SLC26A9
SLC41A1
SLC45A3
SRGAP2
C1orf116
C4BPA
C4BPB
CD46
CD55
CR1L
CR1
CR2
FCAMR
IL10
IL19
IL20
IL24
PFKFB2
PIGR
YOD1
CD34
PLXNA2
CAMK1G
G0S2
HSD11B1
LAMB3
TRAF3IP3
C1orf74
IRF6
SYT14
SERTAD4
HHAT
KCNH1
RCOR3
ATF3
BATF3
DTL
INTS7
LPGAT1
NEK2
NENF
NSL1
PPP2R5A
RD3
SLC30A1
TATDN3
TRAF5
FLVCR1
ANGEL2
RPS6KC1
VASH2
CENPF
KCNK2
PROX1
PTPN14
SMYD2
KCTD3
USH2A
ESRRG
GPATCH2
SPATA17
RRP15
LYPLAL1
SLC30A10
TGFB2
AIDA
BPNT1
BROX
C1orf115
DISP1
DUSP10
FAM177B
HHIPL2
HLX
IARS2
MARK1
MIA3
RAB3GAP2
TAF1A
TLR5
SUSD4
CAPN2
CAPN8
TP53BP2
FBXO28
CNIH3
CNIH4
DEGS1
DNAH14
ENAH
EPHX1
LBR
NVL
SRP9
TMEM63A
WDR26
ACBD3
LEFTY1
LEFTY2
LIN9
MIXL1
PYCR2
CDC42BPA
ITPKB
PARP1
PSEN2
ARF1
JMJD4
PRSS38
SNAP47
WNT3A
WNT9A
ZNF678
C1orf35
GJC2
GUK1
MRPL55
IBA57
OBSCN
TRIM11
TRIM17
RHOU
RNF187
RAB4A
ABCB10
ACTA1
NUP133
TAF5L
URB2
GALNT2
AGT
ARV1
C1orf198
CAPN9
COG2
FAM89A
PGBD5
TRIM67
TTC13
C1orf131
DISC1
EGLN1
EXOC8
GNPAT
TSNAX-DISC1
TSNAX
SIPA1L2
NTPCR
KCNK1
SLC35F3
TARBP1
IRF2BP2
TOMM20
ARID4B
GGPS1
RBM34
B3GALNT2
GNG4
LYST
NID1
GPR137B
EDARADD
HEATR1
LGALS8
ACTN2
MTR
RYR2
ZP4
CHRM3
FMN2
GREM2
RGS7
FH
KMO
OPN3
CHML
WDR64
EXO1
MAP1LC3C
PLD5
CEP170
AKT3
C1orf100
SDCCAG8
EFCAB2
HNRNPU
KIF26B
SMYD3
TFB2M
AHCTF1
CNST
SCCPDH
ZNF670
ZNF695
ZNF124
ZNF669
ZNF496
NLRP3
OR2B11
OR2C3
OR2G2
OR2G3
OR13G1
OR11L1
OR14A16
OR1C1
OR6F1
OR2T8
OR2W3
TRIM58
OR2L13
OR2AK2
OR2L2
OR2L3
OR14C36
OR2M2
OR2M3
OR2M4
OR2M5
OR2M7
OR2T12
OR2T1
OR2T33
OR2T4
OR2T6
OR2T2
OR2T3
OR2G6
OR2T29
OR2T34
OR2T5
OR2T10
OR2T27
OR2T35
OR14I1
SH3BP5L
ZNF672
ZNF692
PGBD2
ACP1
FAM110C
SH3YL1
TMEM18
SNTG2
TPO
PXDN
MYT1L
TRAPPC12
ADI1
RNASEH1
ALLC
COLEC11
RPS7
CMPK2
SOX11
RNF144A
RSAD2
ID2
ASAP2
KIDINS220
MBOAT2
ADAM17
CPSF3
CYS1
GRHL1
HPCAL1
IAH1
ITGB1BP1
KLF11
RRM2
TAF1B
YWHAQ
ODC1
NOL10
ATP6V1C2
C2orf50
E2F6
GREB1
KCNF1
LPIN1
NTSR2
PDIA6
ROCK2
TRIB2
DDX1
MYCN
NBAS
GEN1
KCNS3
MSGN1
RAD51AP2
SMC6
VSNL1
NT5C1B-RDH14
RDH14
NT5C1B
OSR1
TTC32
APOB
GDF7
HS1BP3
LAPTM4A
MATN3
PUM2
RHOB
SDC1
WDR35
ATAD2B
KLHL29
UBXN2A
MFSD2B
FKBP1B
ITSN2
PFN4
TP53I3
ADCY3
CENPO
DNAJC27
EFR3B
NCOA1
POMC
PTRHD1
DNMT3A
DTNB
ASXL2
CENPA
CIB4
DPYSL5
HADHA
HADHB
KCNK3
KIF3C
OTOF
RAB10
MAPRE3
ABHD1
AGBL5
C2orf16
CAD
CGREF1
DNAJC5G
EIF2B4
EMILIN1
FNDC4
GCKR
GTF3C2
IFT172
KHK
KRTCAP3
MPV17
NRBP1
OST4
PPM1G
PREB
SLC30A3
SLC5A6
SNX17
TCF23
TMEM214
TRIM54
UCN
ZNF512
ZNF513
CCDC121
ALK
CLIP4
FOSL2
GPN1
LBH
LCLAT1
MRPL33
PLB1
PPP1CB
RBKS
SLC4A1AP
SPDYA
SUPT7L
TRMT61B
WDR43
YPEL5
CAPN13
GALNT14
CAPN14
EHD3
BIRC6
DPY30
LTBP1
MEMO1
NLRC4
SLC30A6
SPAST
SRD5A2
TTC27
XDH
YIPF4
RASGRP3
FAM98A
CRIM1
FEZ2
STRN
VIT
HEATR5B
CDC42EP3
CEBPZ
EIF2AK2
PRKD3
QPCT
SULT6B1
CYP1B1
ATL2
DHX57
GALM
GEMIN6
SRSF7
ARHGEF33
MORN2
SOS1
CDKL4
MAP4K3
THUMPD2
SLC8A1
PKDCC
EML4
COX7A2L
HAAO
KCNG3
MTA3
OXER1
THADA
ZFP36L2
ABCG5
ABCG8
DYNC2LI1
LRPPRC
PLEKHH2
PPM1B
SLC3A1
CAMKMT
PREPL
SIX2
SIX3
SRBD1
ATP6V1E2
CRIPT
EPAS1
MCFD2
PIGF
PRKCE
RHOQ
SOCS5
TTC7A
CALM2
EPCAM
FBXO11
KCNK12
MSH2
MSH6
FOXN2
ACYP2
GPR75-ASB3
C2orf73
CCDC88A
CHAC2
EML6
ERLEC1
FSHR
GPR75
GTF2A1L
LHCGR
MTIF2
NRXN1
PNPT1
PPP1R21
PSME4
RPS27A
RTN4
SPTBN1
STON1-GTF2A1L
STON1
TSPYL6
EFEMP1
CCDC85A
VRK2
FANCL
BCL11A
C2orf74
PAPOLG
PEX13
PUS10
REL
USP34
XPO1
CCT4
FAM161A
COMMD1
B3GNT2
EHBP1
OTX1
TMEM17
WDPCP
ACTR2
AFTPH
CEP68
LGALSL
MDH1
PELI1
RAB1A
SERTAD2
SLC1A4
UGP2
VPS54
SPRED2
MEIS1
C1D
CNRIP1
ETAA1
PLEK
PNO1
PPP3R1
AAK1
ANTXR1
ANXA4
APLF
ARHGAP25
BMP10
FBXO48
GFPT1
GKN1
GKN2
GMCL1
MXD1
NFU1
PROKR1
SNRNP27
PCBP1
C2orf42
FAM136A
PCYOX1
SNRPG
TIA1
TGFA
ADD2
ANKRD53
ATP6V1B1
CD207
CLEC4F
FIGLA
MCEE
MPHOSPH10
NAGK
PAIP2B
TEX261
VAX2
ZNF638
DYSF
CYP26B1
EMX1
EXOC6B
RAB11FIP5
SFXN5
SPR
NOTO
PRADC1
SMYD5
ACTG2
ALMS1
BOLA3
C2orf78
CCT7
DCTN1
DGUOK
DUSP11
EGR4
FBXO41
MOB1A
MTHFD2
NAT8
SLC4A5
STAMBP
TET3
TPRKB
CCDC142
INO80B-WBP1
INO80B
MOGS
MRPL53
RTKN
TTC31
WBP1
WDR54
AUP1
DOK1
DQX1
HK2
HTRA2
LBX2
LOXL3
PCGF1
POLE4
SEMA4F
TACR1
TLX2
GCFC2
LRRTM4
MRPL19
REG3G
REG1A
REG1B
REG3A
CTNNA2
LRRTM1
SUCLG1
DNAH6
KCMF1
TCF7L1
TMSB10
ATOH8
C2orf68
CAPG
ELMOD3
GGCX
GNLY
IMMT
MAT2A
MRPL35
POLR1A
PTCD3
REEP1
RETSAT
RNF181
SFTPB
SH2D6
ST3GAL5
TGOLN2
TMEM150A
USP39
VAMP5
VAMP8
KDM3A
CHMP3
RNF103-CHMP3
RNF103
RMND5A
CD8A
CD8B
PLGLB1
PLGLB2
RGPD1
RGPD2
FABP1
KRCC1
SMYD1
THNSL2
FOXI3
EIF2AK3
RPIA
TEKT4
MAL
MRPS5
ZNF2
ZNF514
PROM2
KCNIP3
FAHD2A
TRIM43
ADRA2B
ASTL
DUSP2
GPAT2
STARD7
CIAO1
ITPRIPL1
NCAPH
SNRNP200
TMEM127
NEURL3
ANKRD23
ANKRD36
ANKRD39
ARID5A
CNNM3
CNNM4
FAHD2B
FAM178B
FER1L5
KANSL3
LMAN2L
SEMA4C
ANKRD36B
ACTR1B
COX5B
ZAP70
CNGA3
COA5
INPP4A
MGAT4A
TMEM131
TSGA10
UNC50
VWA3B
C2orf15
LIPT1
MITD1
MRPL30
AFF3
CHST10
EIF5B
LONRF2
LYG1
LYG2
NMS
PDCL3
REV1
TXNDC9
NPAS2
RPL31
TBC1D8
CREG2
MAP4K4
RFX8
RNF149
IL1R2
IL1R1
IL1RL2
IL1RL1
IL18R1
IL18RAP
C2orf49
FHL2
GPR45
MFSD9
MRPS9
NCK2
POU3F3
SLC9A2
SLC9A4
TGFBRAP1
TMEM182
UXS1
RGPD3
RGPD4
SLC5A7
ST6GAL2
SULT1C2
SULT1C3
SULT1C4
ACOXL
ANAPC1
BCL2L11
BUB1
CCDC138
EDAR
GCC2
LIMS1
LIMS3
MALL
NPHP1
RANBP2
RGPD5
RGPD6
SH3RF3
SOWAHC
MERTK
TMEM87B
FBLN7
ZC3H6
ZC3H8
RGPD8
TTL
CHCHD5
POLR1B
SLC20A1
CKAP2L
IL1A
IL1B
IL1F10
IL1RN
IL36A
IL36B
IL36G
IL36RN
IL37
PAX8
PSD4
FOXD4L1
RABL2A
SLC35F5
ACTR3
CCDC93
DDX18
DPP10
EN1
INSIG2
MARCO
C1QL2
STEAP3
C2orf76
DBI
TMEM37
CLASP1
EPB41L5
GLI2
INHBB
PTPN4
RALB
SCTR
TFCP2L1
TMEM177
TMEM185B
TSN
CNTNAP5
BIN1
GYPC
CYP27C1
ERCC3
IWS1
MAP3K2
MYO7B
PROC
GPR17
LIMS2
SFT2D3
WDR33
AMMECR1L
POLR2D
SAP130
UGGT1
HS6ST1
RAB6C
CCDC74B
MZT2B
POTEF
SMPD4
TUBA3E
CCDC115
IMP4
PTPN18
