Hugo_Symbol	Entrez_Gene_Id	Pt1	Pt10	Pt11	Pt12	Pt13	Pt14	Pt15	Pt16	Pt17	Pt18	Pt19	Pt2	Pt20	Pt21	Pt22	Pt23	Pt24	Pt25	Pt26	Pt27	Pt28	Pt29	Pt3	Pt30	Pt31	Pt32	Pt33	Pt34	Pt35	Pt36	Pt37	Pt38	Pt4	Pt5	Pt6	Pt7	Pt9
PPAPDC3	84814	-1	1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	0	0	-2	0	0	1	0	0	0	-2	0	-1	-1	-1	0	0	1	-1	0	0	-2
PPARA	5465	1	2	1	1	0	-1	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
PPARD	5467	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	-1	0	0	1	-2	1	0	1	-1	1	1	0	2	-1	1	2	0	-1	-1
PPARG	5468	1	2	-1	0	0	0	1	-1	0	1	1	-1	1	0	0	0	1	1	0	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	2	0	0	0	0
PPARGC1A	10891	0	-1	-1	0	0	0	0	-1	0	0	-1	-1	0	-1	-1	0	-2	1	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	-2	1	0	-1	0
PPARGC1B	133522	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	0	0	0	0	-1	1
PPAT	5471	-1	-1	1	0	0	0	0	-1	0	0	-1	-1	0	-1	0	0	-2	1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	-2	1	0	-1	0
PPBP	5473	-1	-1	-1	0	0	-1	0	-1	0	0	-1	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	-2	1	0	-1	0
PPBPL2	10895	-1	-1	-1	0	0	-1	0	-1	0	0	-1	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	-2	1	0	-1	0
PPCDC	60490	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	-1	0
PPCS	79717	1	0	-2	1	1	0	1	1	0	0	1	-1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
PPDPF	79144	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
PPEF2	5470	-1	-1	-1	0	0	-1	0	-1	0	0	-1	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	-2	1	0	-1	0
PPFIA1	8500	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	0	1	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	1	0	0	-1	0	-1	-1
PPFIA2	8499	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	-1	0
PPFIA3	8541	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	-1	0	1	-1	0	0	1	0	0	-1	1	0	0	-1	0	0	-1	0	1	-2	1	0
PPFIA4	8497	-1	2	2	1	1	2	1	0	1	0	1	1	2	0	1	1	1	1	0	-2	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
PPFIBP1	8496	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-2	0	0	0	0	2	0
PPFIBP2	8495	-1	0	-1	-1	0	0	-1	0	0	0	-1	-2	-1	-1	0	-1	0	-1	2	0	0	1	0	0	0	0	-1	-1	-1	0	1	1	0	0	1	2	0
PPHLN1	51535	1	0	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
PPIA	5478	1	2	1	1	1	-1	1	1	1	1	1	0	0	2	0	1	1	0	2	0	0	2	1	1	2	1	1	1	0	0	0	0	1	-1	0	2	1
PPIAL4A	164022	-1	2	1	1	1	2	1	0	1	0	1	1	1	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
PPIAL4B	653505	-1	2	1	1	1	2	1	0	1	0	1	1	1	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
PPIAL4C	653598	-1	2	1	1	1	2	1	0	1	0	1	1	1	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
PPIAL4D	645142	-1	2	1	1	1	2	1	0	1	0	1	1	1	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0
PPIAL4E	730262	-1	2	1	1	1	2	1	0	1	0	1	1	1	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0
PPIAL4F	728945	-1	2	1	1	1	2	1	0	1	0	1	1	1	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0
PPIAL4G	644591	-1	1	2	1	1	0	1	0	0	0	1	-1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0
PPIB	5479	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	-1	0
PPIC	5480	1	0	0	-1	0	-1	1	-1	0	0	-1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	-1	1
PPID	5481	-1	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-2	1	0	-1	0
PPIE	10450	1	0	-2	1	1	0	1	1	0	0	1	-1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
PPIEL	728448	1	0	-2	1	1	0	1	1	0	0	1	-1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
PPIF	10105	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	-2	-1	0	0	-1	0	0	0	1	0	-1	0	-1	-1	-1	-2	-1	0	1	0	0	0	-1	-1
PPIG	9360	-1	2	-1	0	0	0	0	1	1	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
PPIH	10465	1	0	-2	1	1	0	1	1	0	0	1	-1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
PPIL1	51645	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	2	0	0	1	-2	1	0	1	-1	1	1	0	2	-1	1	2	0	-1	-1
PPIL2	23759	1	2	1	1	-1	-1	1	1	1	2	1	0	0	-1	0	-1	1	-1	2	0	0	1	0	0	1	2	0	1	0	0	0	-1	1	1	1	1	0
PPIL3	53938	1	2	-1	0	0	-1	0	0	1	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
PPIL4	85313	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
PPIL6	285755	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	-2	0	-2	-1	0	-1	0
PPIP5K1	9677	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	-1	-1	0	0	1	0	-1	0	0	0	0	1	0	0	0	1	1	1	2	0
PPIP5K2	23262	1	0	0	-1	0	-1	1	-1	0	0	-1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	-1	-1	-1	1	0	0	0	0	-1	1
PPL	5493	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	-1	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
PPM1A	5494	-1	-1	1	0	0	-1	-1	0	0	1	0	-2	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
PPM1B	5495	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
PPM1D	8493	1	1	1	-1	0	0	-1	0	0	0	1	1	0	-1	0	0	0	0	-1	0	0	2	1	0	1	1	0	1	0	0	1	-1	1	0	0	-1	-1
PPM1E	22843	1	1	1	-1	0	0	-1	0	0	0	1	1	0	-1	0	0	0	0	-1	0	0	2	1	0	1	1	0	1	0	0	1	-1	1	0	0	-1	-1
PPM1F	9647	1	2	1	1	-1	-1	1	1	1	2	1	0	0	-1	0	0	1	-1	2	0	0	1	0	0	1	2	0	1	0	0	0	-1	1	1	1	1	0
PPM1G	5496	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
PPM1H	57460	1	0	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	2	0
PPM1J	333926	2	-1	-1	1	1	0	1	1	0	0	1	-1	1	0	0	0	1	0	2	0	0	0	0	0	-1	1	2	1	0	-1	0	0	-1	0	0	0	0
PPM1K	152926	-1	-1	-1	0	0	-1	0	-1	0	0	-1	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	-2	1	0	-1	0
PPM1L	151742	-1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
PPM1M	132160	1	1	-1	0	0	0	1	1	0	2	1	-1	1	0	-1	0	1	0	0	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	0
PPM1N	147699	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	-2	1	0
PPME1	51400	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	0	1	0	0	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	1	0	0	-1	0	-1	-1
PPOX	5498	-1	2	1	1	1	0	1	0	1	0	1	1	2	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
PPP1CA	5499	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	0	-1	0	1	0	0	0	0	0	0	-1	0	-1	-1	0	0	1	0	0	-1	0	-1	-1
PPP1CB	5500	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
PPP1CC	5501	-1	0	0	1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	-1	0
PPP1R10	5514	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	-1	0	0	1	-2	1	0	1	1	1	1	0	2	-1	1	2	1	-1	-1
PPP1R11	6992	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	-1	0	0	1	-2	1	0	1	1	1	1	0	2	-1	1	2	1	-1	-1
PPP1R12A	4659	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	2	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	-1	0
PPP1R12B	4660	-1	2	2	1	1	2	1	0	1	0	1	1	2	0	1	1	1	1	0	-2	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
PPP1R12C	54776	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	-1	-2	1	-1	0	0	1	0	0	-1	1	0	0	2	0	0	-1	0	1	0	1	0
PPP1R13B	23368	-1	-1	0	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	-1	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
PPP1R13L	10848	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	-2	1	0
PPP1R14A	94274	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
PPP1R14B	26472	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	0	0	0	-1	0	-1	-1	0	0	1	0	0	-1	0	-1	-1
PPP1R14C	81706	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
PPP1R14D	54866	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	-1	-1	0	0	-2	0	-1	0	0	0	0	1	0	0	0	1	1	1	-1	0
PPP1R15A	23645	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	-1	0	1	-1	0	0	1	0	0	-1	1	0	0	-1	0	0	-1	0	1	-2	1	0
PPP1R15B	84919	-1	2	2	1	1	-1	1	0	1	0	1	1	2	0	1	1	1	1	0	-2	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
PPP1R16A	84988	-1	2	0	1	2	2	0	0	1	1	-1	0	2	-1	1	1	1	1	-2	0	0	1	1	0	0	2	-1	2	-1	2	1	0	1	0	0	-1	1
PPP1R16B	26051	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
PPP1R17	10842	1	2	1	1	1	-1	1	1	1	1	1	1	0	2	0	1	1	0	2	0	0	2	1	1	2	1	1	1	0	0	0	0	1	-1	0	2	1
PPP1R18	170954	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	-1	0	0	1	-2	1	0	1	1	1	1	0	2	-1	1	2	1	-1	-1
PPP1R1A	5502	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	2	0
PPP1R1B	84152	-1	1	1	-1	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	-1	1	0	1	-1	-1
PPP1R1C	151242	1	2	-1	0	0	-1	0	1	1	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
PPP1R2	5504	-1	1	0	-1	0	2	1	1	0	2	1	-1	1	0	0	0	1	-1	0	0	0	1	1	0	0	-1	0	0	1	-1	0	0	1	0	0	1	0
PPP1R21	129285	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
PPP1R26	9858	-1	1	-1	-1	0	0	-1	-1	0	0	-1	-1	0	-1	0	0	0	0	-2	0	0	1	0	0	0	-2	0	-1	-1	-1	0	0	1	-1	0	0	-2
PPP1R27	116729	1	1	1	-1	0	0	-1	2	0	0	1	1	2	-1	0	0	0	0	-1	0	0	-2	1	0	1	2	1	1	-1	0	2	-1	1	0	0	-1	-1
PPP1R2P3	153743	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	0	0	0	0	-1	1
