Hugo_Symbol	Entrez_Gene_Id	Pt1	Pt10	Pt11	Pt12	Pt13	Pt14	Pt15	Pt16	Pt17	Pt18	Pt19	Pt2	Pt20	Pt21	Pt22	Pt23	Pt24	Pt25	Pt26	Pt27	Pt28	Pt29	Pt3	Pt30	Pt31	Pt32	Pt33	Pt34	Pt35	Pt36	Pt37	Pt38	Pt4	Pt5	Pt6	Pt7	Pt9
APLP1	333	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
APLP2	334	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	0	-1	0	-1	-2	-1	0	1	1	-2	-1	0	-1	0
APOA1	335	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-2	-1	-1	0	-1	0	-1	-2	0	0	0	0	0	-1	0	-1	-2	-1	0	-2	1	-2	-1	0	-1	-1
APOA1BP	128240	-1	2	1	1	1	0	1	0	1	0	1	1	2	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
APOA2	336	-1	2	1	1	1	0	1	0	1	0	1	1	2	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
APOA4	337	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-2	-1	-1	0	-1	0	-1	-2	0	0	0	0	0	-1	0	-1	-2	-1	0	-2	1	-2	-1	0	-1	-1
APOA5	116519	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-2	-1	-1	0	-1	0	-1	-2	0	0	0	0	0	-1	0	-1	-2	-1	0	-2	1	-2	-1	0	-1	-1
APOB	338	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
APOBEC1	339	1	0	1	1	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	-2	0	0	0	0	2	0
APOBEC2	10930	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	0	1	1	2	0	0	1	-2	1	0	1	-1	1	1	0	2	-1	1	2	0	-1	-1
APOBEC3A	200315	1	2	1	1	0	0	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
APOBEC3B	9582	1	2	1	1	0	0	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
APOBEC3C	27350	1	2	1	1	0	0	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
APOBEC3D	140564	1	2	1	1	0	0	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
APOBEC3F	200316	1	2	1	1	0	0	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
APOBEC3G	60489	1	2	1	1	0	0	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
APOBEC3H	164668	1	2	1	1	0	0	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
APOBEC4	403314	-1	2	2	1	1	-1	1	0	1	0	1	1	2	0	1	1	1	2	0	-2	0	0	1	1	2	1	0	1	-1	0	1	0	1	1	0	0	0
APOBR	55911	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
APOC1	341	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	-2	1	0
APOC1P1	342	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	-2	1	0
APOC2	344	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	-2	1	0
APOC3	345	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-2	-1	-1	0	-1	0	-1	-2	0	0	0	0	0	-1	0	-1	-2	-1	0	-2	1	-2	-1	0	-1	-1
APOC4	346	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	-2	1	0
APOC4-APOC2	100533990	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	-2	1	0
APOD	347	-1	1	0	-1	0	2	1	1	0	2	1	-1	1	0	0	0	1	-1	0	0	0	1	1	0	0	-1	0	0	1	-1	0	0	1	0	0	1	0
APOE	348	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	-2	1	0
APOF	319	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	2	0
APOH	350	1	1	1	-1	0	0	-1	0	0	0	1	1	2	-1	0	0	0	0	-1	0	0	2	1	0	1	2	0	1	0	0	1	-1	1	0	0	-1	-1
APOL1	8542	1	2	1	1	0	0	1	1	1	2	1	0	0	0	0	-1	1	-1	2	0	0	1	0	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
APOL2	23780	1	2	1	1	0	0	1	1	1	2	1	0	0	0	0	-1	1	-1	2	0	0	1	0	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
APOL3	80833	1	2	1	1	-1	0	1	1	1	2	1	0	0	0	0	-1	1	-1	2	0	0	1	0	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
APOL4	80832	1	2	1	1	-1	0	1	1	1	2	1	0	0	0	0	-1	1	-1	2	0	0	1	0	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
APOL5	80831	1	2	1	1	-1	0	1	1	1	2	1	0	0	0	0	-1	1	-1	2	0	0	1	0	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
APOL6	80830	1	2	1	1	-1	0	1	1	1	2	1	0	0	0	0	-1	1	-1	2	0	0	1	0	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
APOLD1	81575	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	-2	0	0	0	0	2	0
APOM	55937	1	-1	1	-1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	-1	0	0	1	-2	1	0	1	1	1	1	0	2	-1	1	2	1	-1	-1
APOPT1	84334	-1	-1	0	0	0	-1	-1	0	0	1	0	0	0	-1	0	-1	0	-2	-1	0	0	-1	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
APP	351	1	2	-1	0	0	-1	1	1	0	0	0	0	-1	0	0	0	0	-1	0	-2	0	1	0	0	-1	0	0	0	-1	0	1	0	-2	1	1	-1	1
APPBP2	10513	1	1	1	-1	0	0	-1	0	0	0	1	1	0	-1	0	0	0	0	-1	0	0	2	1	0	1	1	0	1	0	0	1	-1	1	0	0	-1	-1
APPL1	26060	1	1	-1	0	0	0	1	1	0	2	1	-1	1	0	-1	0	1	0	0	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	0
APPL2	55198	1	0	0	1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	-1	0
APRT	353	0	0	-1	0	0	0	-1	0	0	1	-1	0	-1	0	0	-1	1	-1	-1	0	0	-2	-2	0	-1	0	-1	-1	-1	0	1	0	0	1	0	-1	0
APTX	54840	-1	-2	-1	-1	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	-1	0	-1	-1	-1	0	-1	0	0	-2	-1	0	0	-1
AQP1	358	1	2	1	1	1	-1	1	1	1	1	1	1	0	2	0	1	1	0	2	0	0	2	1	1	2	1	1	1	0	0	0	0	1	-1	0	2	1
AQP10	89872	-1	2	1	1	1	0	1	0	1	0	1	1	2	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
AQP11	282679	-1	0	-1	-1	0	2	-1	0	0	-1	-1	-1	-1	-1	0	1	0	2	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	1	0	0	0	0	-1	0
AQP12A	375318	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	-1	1	1	2	0	0	-1	0	0	0	1	-2	0	0	-1	0	0	0	0	0	1	0
AQP12B	653437	1	2	-1	0	0	-1	-1	0	1	2	1	-1	0	0	0	-1	1	1	2	0	0	-1	0	0	0	1	-2	0	0	-1	0	0	0	0	0	1	0
AQP2	359	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
AQP3	360	-1	-2	-1	-1	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	-1	0	-1	-1	-1	0	-1	0	0	-2	-1	0	0	-1
AQP4	361	-1	0	0	1	0	-1	0	-1	0	-1	-1	1	-1	-1	0	0	1	1	0	0	0	1	0	1	0	1	-1	0	0	-1	0	0	0	0	1	-1	1
AQP5	362	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
AQP6	363	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
AQP7	364	-1	-2	-1	-1	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	0	-1	-1	0	0	-1	0	-1	0	-1	-1	-1	0	-1	0	0	-2	-1	0	0	-1
AQP7P1	375719	-1	-1	-1	-1	0	2	0	-1	0	0	-1	-1	-1	-1	-1	-1	-2	0	0	0	0	1	0	1	0	-2	-1	-1	0	-1	0	0	1	-1	-2	0	-1
AQP7P3	441432	-1	-2	-1	-1	0	2	0	-1	0	0	-1	-1	-1	-1	-1	-1	-2	-1	0	0	0	-1	0	0	0	-1	-1	-1	0	-1	0	0	1	-1	-2	0	-1
AQP8	343	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
AQP9	366	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	2	0
AQPEP	206338	1	0	0	-1	0	-1	1	-1	0	0	-1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0	0	0	0	-1	1
AQR	9716	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	-1	0	0	0	-2	0	-1	0	0	0	0	1	0	0	0	1	1	1	2	1
ARAP1	116985	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	0	1	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	0	1	0	0	-1	0	-1	-1
ARAP2	116984	0	-1	-1	0	0	0	0	-1	0	0	-1	-1	0	-1	0	0	-2	1	2	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	-2	1	0	-1	0
ARAP3	64411	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	-1	1
ARC	23237	-1	2	0	1	2	2	0	0	1	1	-1	0	2	-1	1	1	1	1	-2	0	0	1	1	0	0	2	-1	2	-1	2	1	0	1	0	0	-1	1
ARCN1	372	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-2	-1	-1	0	-1	0	-1	-2	0	0	0	0	0	-1	0	-1	-2	-1	0	-2	1	-2	-1	0	-1	-1
AREG	374	-1	-1	-1	0	0	-1	0	-1	0	0	-1	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	-2	1	0	-1	0
ARF1	375	-1	2	2	1	1	-1	1	0	1	0	1	1	2	0	1	-1	1	1	0	-2	0	0	1	1	0	1	0	1	-1	0	1	0	1	1	0	0	0
ARF3	377	1	0	1	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
ARF4	378	1	1	-1	0	0	0	1	1	0	2	1	-1	1	0	0	0	1	0	0	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	0
ARF5	381	1	0	2	2	1	0	1	2	1	1	1	0	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	0	2	0	0	1	1	-1	1	0	1
ARF6	382	-1	-1	1	0	0	-1	-1	0	0	1	0	0	0	-1	0	1	0	-1	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ARFGAP1	55738	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
ARFGAP2	84364	-2	0	-1	-1	0	0	0	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	-2	0	0	0	0	-1	-1	0	0	1	1	0	0	0	2	0
ARFGAP3	26286	1	2	1	1	0	2	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
ARFGEF1	10565	0	2	0	1	2	-1	0	0	1	0	-1	0	2	-1	1	1	1	1	-1	0	0	1	1	0	0	2	-1	2	-1	0	1	0	1	0	0	-1	1
ARFGEF2	10564	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
ARFIP1	27236	-1	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-2	1	0	-1	0
ARFIP2	23647	-1	0	-1	-1	0	0	-1	0	0	0	-1	-2	-1	-1	0	-1	0	-1	2	0	0	1	0	0	0	0	-1	-1	-1	0	1	1	0	0	1	2	0
ARFRP1	10139	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
ARG1	383	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
ARG2	384	-1	-1	1	0	0	-1	-1	0	0	1	0	-2	0	-1	0	-1	0	-2	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ARGFX	503582	1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
ARGFXP2	503640	-1	1	1	-1	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	-1	1	-1	-2	-1	-1
ARGLU1	55082	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	0	0	-1	0	-1	1	0	0	2	0	1	1	0	0	1	0	0	1	0	0	0	1	2	1	-1	0
ARHGAP1	392	-2	0	-1	-1	0	0	0	0	0	-1	-1	-2	-1	-1	0	-1	0	-1	0	0	0	-2	0	0	0	0	-1	-1	0	0	1	1	0	0	0	2	0
ARHGAP10	79658	-1	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-2	1	0	-1	0
ARHGAP11A	9824	0	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	-1	0	0	0	-2	0	-1	0	0	0	0	1	0	0	0	1	1	1	2	1
ARHGAP11B	89839	0	-1	1	1	0	-1	-1	0	0	1	1	-2	-1	0	0	-1	0	-1	0	0	0	-2	0	-1	0	0	0	0	1	0	0	0	1	1	1	2	1
ARHGAP12	94134	-1	-2	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	-1	0	-1	0	0	0	1	-2	0	-1	-2	-1	-1	-1	-1	0	0	0	0	0	0	-1
ARHGAP15	55843	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	1	2	0	0	-2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ARHGAP17	55114	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	0	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
ARHGAP18	93663	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
ARHGAP19	84986	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	0	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
ARHGAP19-SLIT1	100533184	-1	-1	-1	0	-1	2	-1	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	0	0	1	0	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1
ARHGAP20	57569	-1	0	-1	-1	0	2	0	0	-2	-1	-1	-2	-1	-1	0	1	0	-1	-2	0	0	0	0	0	-1	2	-1	-2	-1	0	-2	1	-2	-1	0	-1	-1
ARHGAP21	57584	-1	-2	-1	0	-1	0	-1	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	0	0	1	-2	0	-1	-2	-1	-1	-1	-1	0	0	0	0	0	0	-1
ARHGAP22	58504	-1	-1	-1	0	-1	0	-1	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	1	-2	0	-1	-2	-1	-1	-1	-1	0	1	0	0	0	-1	-1
ARHGAP23	57636	-1	1	1	-1	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	-1	1	0	1	-1	-1
ARHGAP24	83478	-1	-1	-1	0	0	-1	0	-1	0	0	-1	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	-1	-1	0	0	-2	1	0	-1	0
ARHGAP25	9938	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	1	0
ARHGAP26	23092	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	-1	1
ARHGAP27	201176	-1	1	1	-1	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	1	1	0	1	0	0	1	-1	1	0	0	-1	-1
ARHGAP28	79822	-1	-1	0	1	0	-1	0	-1	0	-1	-1	0	-1	-1	0	0	1	1	0	0	0	-1	0	1	0	1	-1	0	0	-1	0	0	0	0	1	-1	0
ARHGAP29	9411	2	-1	-1	1	1	2	1	1	0	0	1	-1	0	0	0	0	1	0	2	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	-1	0	0	0	0
ARHGAP30	257106	-1	2	1	1	1	0	1	0	1	0	1	1	2	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
ARHGAP31	57514	1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
ARHGAP32	9743	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	0	0	0	0	-1	0	-1	-2	-1	0	-2	1	-2	-1	0	-1	0
ARHGAP33	115703	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
ARHGAP35	2909	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	-1	1	0	0	-1	0	0	-1	0	1	-2	1	0
ARHGAP39	80728	-1	2	0	1	2	2	0	0	1	1	-1	0	2	-1	1	1	1	1	-2	0	0	1	1	0	0	2	-1	2	-1	2	1	0	1	0	0	-1	1
ARHGAP40	343578	1	2	1	1	0	2	1	2	1	2	1	-1	1	-1	1	0	2	1	-1	0	0	1	0	1	0	1	1	1	2	0	0	0	1	1	0	2	0
ARHGAP42	143872	-1	0	-1	-1	0	2	1	0	0	-1	-1	-2	-1	-1	0	1	0	2	-1	0	0	0	0	0	-1	0	-1	-2	-1	0	1	1	-2	-1	0	-1	0
ARHGAP44	9912	-2	-1	-1	-1	0	-1	-1	-1	0	0	0	-2	-1	-1	0	0	0	0	-1	-2	0	0	0	0	-1	0	0	-1	-1	0	-2	-1	-2	-1	0	-1	0
ARHGAP5	394	-1	-1	1	0	0	-1	-1	0	0	1	0	0	0	-1	0	1	0	-1	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ARHGAP5-AS1	84837	-1	-1	1	0	0	-1	-1	0	0	1	0	0	0	-1	0	1	0	-1	-1	0	0	0	0	0	0	1	0	-2	0	0	0	-1	0	0	1	-1	0
ARHGAP8	23779	1	2	1	1	0	2	1	1	1	2	1	0	0	0	0	0	1	-1	2	0	0	1	1	0	1	2	0	1	2	0	0	-1	1	1	1	1	0
ARHGAP9	64333	1	0	1	1	0	0	0	-1	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	2	0
ARHGDIA	396	1	1	1	-1	0	0	-1	2	0	0	1	1	2	-1	0	0	0	0	-1	0	0	-2	1	0	1	2	1	1	-1	0	2	-1	1	0	0	-1	-1
ARHGDIB	397	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	-2	0	0	0	0	2	0
ARHGDIG	398	1	0	0	0	0	0	-1	0	0	1	-1	0	-1	0	0	0	1	1	-1	0	0	-1	1	0	0	0	-1	-1	-1	0	0	0	1	1	0	-1	0
ARHGEF1	9138	0	0	-1	0	0	0	1	-1	0	1	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	1	0	1	0
ARHGEF10	9639	1	-2	0	1	0	-1	0	-1	-2	-1	-1	0	0	0	1	1	1	1	-1	0	0	-2	0	0	0	0	-1	-2	-1	0	0	0	1	0	0	-1	1
ARHGEF10L	55160	1	0	0	1	1	0	1	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	2	-1	0	0	-1	0	0	0	-1
ARHGEF11	9826	-1	2	1	1	1	0	1	0	1	0	1	1	2	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
ARHGEF12	23365	-1	0	-1	-1	0	2	-2	0	-2	-1	-1	-2	-1	-1	0	-1	0	-1	-2	0	0	0	0	0	-1	0	-1	-2	-1	0	-2	1	-2	-1	0	-1	-1
ARHGEF15	22899	-1	0	-1	-1	0	-1	-1	-1	0	0	0	-2	-1	-1	0	0	0	0	-1	-2	0	0	0	0	-1	0	0	-1	-1	0	-2	-1	-2	-1	0	-1	0
ARHGEF16	27237	2	0	0	1	1	0	-2	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	2	-1	0	0	-1	0	0	0	-1
ARHGEF17	9828	-1	0	-1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	0	1	0	0	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	1	0	0	-1	0	-1	-1
ARHGEF18	23370	-1	1	-1	0	0	2	1	1	-2	1	0	0	0	0	0	0	1	0	-1	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	1	0	1	0
ARHGEF19	128272	1	0	0	1	1	0	1	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	2	-1	0	0	-1	0	0	0	-1
ARHGEF2	9181	-1	2	1	1	1	0	1	0	1	0	1	1	2	0	1	1	1	2	0	0	0	0	1	1	1	1	0	1	-1	0	1	0	1	1	0	0	0
ARHGEF25	115557	1	0	1	1	0	0	0	-1	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	2	0
ARHGEF26	26084	-1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
ARHGEF26-AS1	100507524	-1	1	0	-1	0	0	1	1	0	2	1	-1	1	0	0	0	1	-1	2	0	0	1	1	0	0	-1	1	0	1	-1	0	0	1	0	0	1	0
ARHGEF3	50650	1	1	-1	0	0	0	1	1	0	2	1	-1	1	0	-1	0	1	0	0	0	0	1	1	0	0	-1	1	0	-1	-1	0	0	1	0	0	1	0
ARHGEF33	100271715	1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	-1	0	1	0
ARHGEF35	445328	1	0	1	2	1	0	1	0	1	1	1	0	1	1	2	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	-1	1
ARHGEF37	389337	1	0	0	-1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	0	0	0	0	-1	1
ARHGEF38	54848	-1	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	0	0	-2	-1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-2	1	0	-1	0
ARHGEF4	50649	-1	2	-1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	1	2	0	0	-2	-2	0	1	1	0	0	0	0	0	0	0	0	0	1	0
ARHGEF40	55701	-1	-1	1	0	0	-1	-1	0	0	1	-1	0	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	1	-1	0
ARHGEF5	7984	1	0	1	2	1	0	1	0	1	1	1	0	1	1	2	1	1	1	2	0	0	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	-1	1
ARHGEF7	8874	-1	-1	-1	-1	0	-1	0	0	0	-1	-1	0	0	-1	0	-1	1	0	0	2	0	1	1	0	0	1	0	0	1	0	0	0	1	2	1	-1	0
ARID1A	8289	1	0	0	1	1	0	1	1	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	0	-1	1	1	-1	0	0	-1	0	0	-1	0	0	0	-1
ARID1B	57492	-1	-1	-1	-1	0	0	0	0	0	0	-1	-1	-1	0	-1	-1	0	-1	2	0	0	-1	-2	-1	0	-1	0	-1	-1	0	0	0	-2	-1	0	-1	0
ARID2	196528	1	0	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	2	0	-1	0	0	0	0	-1	0
ARID3A	1820	-1	1	-1	0	0	2	-2	1	-2	1	0	0	0	0	0	-1	1	0	-1	0	0	1	0	0	-1	1	-1	0	-1	0	0	-1	0	1	0	1	0
ARID3B	10620	1	-1	1	1	0	-1	-1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	-1	0
